customerid,is_male,is_senior,has_partner,has_dependents,tenure,has_phone_service,has_multiple_lines,internetservice,has_internet,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,is_paperless,paymentmethod,monthlycharges,totalcharges,churn
8718-PTMEZ,f,f,f,f,13,f,,DSL,t,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,31.05,347.25,t
9496-IVVRP,f,f,t,t,11,t,f,DSL,t,Yes,No,No,No,No,No,Month-to-month,f,Bank transfer (automatic),51.00,581.70,f
2207-OBZNX,t,f,f,f,7,t,f,DSL,t,Yes,No,No,No,No,No,Month-to-month,t,Mailed check,51.00,354.05,t
2657-VPXTA,f,f,t,t,10,t,f,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,88.85,929.45,f
6551-VLJMV,t,f,t,f,34,t,f,No,f,,,,,,,Two year,f,Credit card (automatic),20.05,679.00,f
1221-GHZEP,f,f,f,f,62,t,f,DSL,t,Yes,No,No,Yes,No,Yes,Two year,t,Mailed check,65.10,3846.75,f
9289-LBQVU,t,f,t,f,64,t,t,DSL,t,No,Yes,No,Yes,No,Yes,One year,t,Mailed check,70.15,4480.70,f
6142-VSJQO,f,f,t,t,1,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),44.35,44.35,t
3458-IDMFK,t,f,f,f,25,t,f,No,f,,,,,,,Two year,t,Mailed check,20.75,499.40,f
6933-FHBZC,f,f,f,f,26,t,f,DSL,t,No,Yes,Yes,No,No,No,One year,t,Mailed check,56.05,1553.20,f
0221-NAUXK,t,f,f,t,10,t,f,No,f,,,,,,,One year,t,Bank transfer (automatic),19.95,219.50,f
9770-KXGQU,f,f,f,f,53,t,t,Fiber optic,t,Yes,Yes,Yes,No,Yes,No,One year,f,Mailed check,98.60,5311.85,f
6437-UKHMV,f,f,f,f,7,t,f,Fiber optic,t,No,No,No,No,Yes,No,Month-to-month,t,Electronic check,79.70,586.05,t
6538-POCHL,t,f,f,f,33,t,f,Fiber optic,t,No,Yes,Yes,No,No,No,Month-to-month,t,Credit card (automatic),79.00,2576.80,f
6726-NNFWD,f,t,t,f,71,t,f,Fiber optic,t,No,Yes,Yes,No,No,Yes,Two year,f,Credit card (automatic),89.45,6435.25,f
3002-WQZWT,f,f,f,f,29,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,74.20,1993.25,f
4277-UDIEF,t,f,t,t,24,t,t,DSL,t,Yes,No,No,Yes,Yes,Yes,Month-to-month,f,Bank transfer (automatic),81.00,1923.85,f
1208-NBVFH,t,f,t,t,20,t,f,DSL,t,No,No,Yes,No,No,No,Month-to-month,t,Electronic check,49.60,939.80,f
4912-PIGUY,f,f,f,f,1,t,t,Fiber optic,t,No,No,No,No,Yes,No,Month-to-month,t,Electronic check,84.60,84.60,f
1114-CENIM,t,f,f,t,54,t,t,DSL,t,No,Yes,No,No,No,No,Month-to-month,t,Credit card (automatic),55.00,3092.65,t
6060-DRTNL,f,t,f,f,5,t,f,Fiber optic,t,No,No,Yes,No,Yes,No,Month-to-month,t,Mailed check,84.85,415.55,t
2725-TTRIQ,f,f,t,t,72,t,t,DSL,t,Yes,No,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),84.20,5986.55,f
3374-TTZTK,t,f,t,f,52,t,f,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Electronic check,106.30,5487.00,f
8990-ZXLSU,f,f,f,f,9,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,69.05,651.50,f
2275-RBYQS,f,f,f,f,1,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,t,Mailed check,45.40,45.40,f
8473-VUVJN,t,t,f,f,1,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,73.65,73.65,t
6289-CPNLD,t,f,t,t,33,t,f,DSL,t,No,No,Yes,Yes,Yes,Yes,One year,t,Mailed check,73.90,2405.05,t
5536-SLHPM,f,f,t,f,55,t,t,Fiber optic,t,No,No,Yes,No,No,No,Month-to-month,t,Electronic check,77.75,4458.15,t
4419-UJMUS,t,f,t,t,69,t,t,Fiber optic,t,No,No,No,Yes,Yes,Yes,Two year,t,Electronic check,99.35,6856.45,f
7794-JASDG,t,f,f,f,1,t,f,DSL,t,Yes,No,No,No,No,No,Month-to-month,t,Mailed check,50.75,50.75,f
7609-YBPXG,t,f,f,f,54,t,t,DSL,t,Yes,No,Yes,Yes,Yes,Yes,Two year,f,Bank transfer (automatic),87.10,4735.20,f
5519-TEEUH,t,f,f,t,33,t,f,No,f,,,,,,,One year,t,Mailed check,20.15,682.15,f
7856-GANIL,t,t,t,f,45,t,t,Fiber optic,t,No,Yes,Yes,Yes,Yes,No,One year,t,Bank transfer (automatic),98.70,4525.80,f
0804-XBFBV,f,f,f,t,11,f,,DSL,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,25.20,321.05,f
2676-OXPPQ,t,f,f,f,6,t,f,DSL,t,Yes,Yes,No,No,No,No,Month-to-month,t,Bank transfer (automatic),55.70,335.65,f
3703-TTEPD,t,f,f,f,21,t,f,DSL,t,Yes,No,Yes,No,Yes,No,Month-to-month,f,Bank transfer (automatic),65.35,1424.40,f
2799-TSLAG,f,f,t,t,65,t,t,No,f,,,,,,,Two year,t,Bank transfer (automatic),25.30,1748.55,f
0196-VULGZ,f,t,t,f,6,t,t,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,84.35,474.90,t
8837-VVWLQ,f,f,f,f,8,t,f,Fiber optic,t,Yes,No,No,No,Yes,No,Month-to-month,f,Electronic check,84.95,668.40,t
2696-NARTR,t,f,f,f,11,t,f,Fiber optic,t,No,No,No,Yes,No,No,Month-to-month,t,Electronic check,73.85,926.25,t
2208-NKVVH,t,f,t,t,43,t,t,No,f,,,,,,,Two year,f,Mailed check,24.25,1077.95,f
7614-QVWQL,t,f,t,t,49,f,,DSL,t,No,Yes,No,No,Yes,Yes,One year,t,Bank transfer (automatic),51.80,2541.25,t
1976-CFOCS,f,t,t,f,1,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,46.00,46.00,t
4631-OACRM,t,t,f,f,15,t,f,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,79.40,1156.10,t
7139-JZFVG,t,f,t,t,60,t,f,DSL,t,Yes,Yes,Yes,No,No,No,Two year,f,Bank transfer (automatic),60.50,3694.45,f
4987-GQWPO,t,f,f,f,17,f,,DSL,t,No,No,No,No,No,No,Month-to-month,f,Credit card (automatic),25.10,382.80,f
3755-JBMNH,t,t,t,f,16,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),71.80,1167.80,t
1757-TCATG,t,f,t,t,35,t,f,No,f,,,,,,,One year,f,Bank transfer (automatic),20.05,746.75,f
6345-ULYRW,t,t,t,f,44,t,t,Fiber optic,t,No,Yes,No,No,No,Yes,One year,f,Mailed check,88.40,3912.90,t
4776-XSKYQ,f,f,t,t,12,f,,DSL,t,No,No,No,Yes,No,No,One year,f,Credit card (automatic),30.25,368.85,f
8048-DSDFQ,t,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,20.20,20.20,f
5753-QQWPW,f,f,f,f,28,t,f,DSL,t,Yes,Yes,No,Yes,No,No,One year,t,Electronic check,59.90,1654.70,f
6010-DDPPW,t,f,t,f,70,t,t,No,f,,,,,,,Two year,f,Bank transfer (automatic),25.15,1940.85,f
1809-DMJHQ,f,f,f,t,5,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,f,Mailed check,46.00,221.70,t
6693-FRIRW,t,f,f,f,18,t,f,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,Month-to-month,f,Credit card (automatic),101.30,1794.65,f
6586-MYGKD,t,f,t,f,70,t,t,DSL,t,Yes,No,No,Yes,Yes,Yes,Two year,t,Credit card (automatic),76.95,5289.80,f
3173-NVMPX,f,f,t,t,9,t,t,DSL,t,No,Yes,No,No,No,No,Month-to-month,t,Mailed check,55.30,501.20,f
0248-PGHBZ,f,t,f,f,67,t,f,Fiber optic,t,Yes,Yes,No,Yes,Yes,No,Two year,t,Bank transfer (automatic),92.45,6140.85,f
0623-GDISB,f,f,f,f,1,t,f,DSL,t,Yes,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),48.45,48.45,f
6339-DKLMK,f,f,f,f,13,f,,DSL,t,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,31.65,389.95,f
2892-GESUL,f,f,t,t,18,t,f,No,f,,,,,,,Two year,f,Mailed check,19.35,309.25,f
6923-EFPNL,t,f,f,f,4,t,t,DSL,t,No,No,No,No,No,No,Month-to-month,f,Credit card (automatic),51.75,201.10,t
7472-EQOAV,t,t,t,t,71,t,f,Fiber optic,t,Yes,Yes,Yes,No,No,No,One year,t,Bank transfer (automatic),86.70,6179.35,f
9574-RKJIF,t,f,t,t,30,t,t,Fiber optic,t,Yes,Yes,No,No,Yes,No,Month-to-month,t,Electronic check,94.40,2838.70,t
2043-WVTQJ,t,f,t,f,1,t,f,DSL,t,Yes,No,Yes,No,No,No,Month-to-month,f,Mailed check,55.70,55.70,f
8034-RYTVV,f,f,f,f,55,t,t,Fiber optic,t,Yes,No,Yes,No,No,No,One year,t,Credit card (automatic),84.25,4589.85,f
3863-QSTYI,t,f,f,f,59,t,f,DSL,t,No,No,Yes,Yes,Yes,No,Month-to-month,t,Electronic check,64.65,3735.45,f
2619-WFQWU,f,f,f,f,1,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Mailed check,70.15,70.15,t
5044-LRQAQ,f,f,t,f,7,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),69.20,477.55,f
1716-LSAMB,t,f,t,t,45,t,f,DSL,t,Yes,No,No,Yes,No,No,Two year,f,Bank transfer (automatic),54.65,2553.70,f
1333-PBMXB,f,f,t,t,54,t,t,No,f,,,,,,,One year,t,Bank transfer (automatic),24.75,1342.15,f
6546-OPBBH,t,f,t,t,51,t,t,No,f,,,,,,,One year,t,Mailed check,23.95,1216.35,f
5985-BEHZK,f,t,t,f,72,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,One year,f,Credit card (automatic),105.00,7578.05,f
9127-QRZMH,t,f,t,f,44,t,f,DSL,t,Yes,Yes,No,Yes,No,No,One year,t,Bank transfer (automatic),59.85,2603.95,f
5919-VCZYM,t,f,f,f,2,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,20.05,42.70,f
9644-KVCNC,f,f,f,f,66,t,t,Fiber optic,t,No,No,Yes,No,Yes,No,One year,t,Bank transfer (automatic),92.15,6056.90,f
2137-DQMEV,t,f,t,t,68,f,,DSL,t,Yes,Yes,No,No,Yes,No,One year,f,Mailed check,44.80,2983.65,f
8174-LNWMW,f,f,f,f,31,t,f,No,f,,,,,,,Two year,f,Credit card (automatic),20.90,689.35,f
9279-CJEOJ,f,t,f,f,21,t,t,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Bank transfer (automatic),95.40,2025.10,f
7964-VEXDG,t,f,f,t,21,t,t,Fiber optic,t,Yes,No,No,No,No,No,Month-to-month,f,Electronic check,80.35,1747.20,f
2404-JIBFC,f,f,t,t,55,t,t,DSL,t,Yes,No,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),85.10,4657.95,f
0778-NELLA,t,f,f,f,9,f,,DSL,t,No,No,No,No,Yes,No,Month-to-month,t,Credit card (automatic),34.70,296.10,t
8029-XYPWT,t,t,t,f,71,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),115.05,8016.60,f
4614-NUVZD,f,f,f,f,1,t,f,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,81.10,81.10,t
4632-PAOYU,t,f,t,t,22,t,f,No,f,,,,,,,One year,f,Mailed check,19.95,433.50,f
3803-KMQFW,f,f,t,t,1,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,20.55,20.55,t
6804-GDMOI,f,f,f,f,61,t,t,Fiber optic,t,No,No,Yes,Yes,Yes,Yes,Two year,t,Electronic check,106.60,6428.40,t
2990-OGYTD,f,f,t,f,67,t,t,DSL,t,No,Yes,Yes,Yes,Yes,Yes,Two year,f,Bank transfer (automatic),86.15,5883.85,f
6646-JPPHA,f,t,f,f,14,t,f,Fiber optic,t,Yes,Yes,No,No,No,No,Month-to-month,f,Electronic check,78.85,1043.80,f
9572-MTILT,t,f,t,f,59,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,t,Electronic check,106.75,6252.90,t
7658-UYUQS,t,t,t,f,21,t,f,Fiber optic,t,No,No,Yes,No,Yes,No,Month-to-month,f,Bank transfer (automatic),86.55,1857.25,f
7880-XSOJX,t,f,f,f,4,f,,DSL,t,Yes,Yes,No,Yes,No,No,Month-to-month,f,Mailed check,42.40,146.40,f
9611-CTWIH,f,f,f,f,3,t,f,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,89.45,240.45,t
4589-IUAJB,t,f,t,f,70,t,t,No,f,,,,,,,Two year,f,Bank transfer (automatic),24.25,1724.15,f
0329-GTIAJ,f,f,f,f,3,t,f,Fiber optic,t,No,Yes,No,Yes,Yes,Yes,Month-to-month,t,Electronic check,97.90,315.30,t
8746-BFOAJ,t,t,f,f,21,t,f,No,f,,,,,,,One year,f,Bank transfer (automatic),20.50,429.55,f
8457-XIGKN,t,f,f,f,20,t,f,No,f,,,,,,,Month-to-month,t,Credit card (automatic),19.60,356.15,f
6072-NUQCB,t,f,t,t,22,t,f,No,f,,,,,,,One year,f,Bank transfer (automatic),20.25,488.25,f
6629-CZTTH,t,f,f,f,1,t,f,DSL,t,No,No,No,No,No,Yes,Month-to-month,t,Mailed check,55.70,55.70,t
8838-GPHZP,f,f,f,f,63,t,f,No,f,,,,,,,Two year,t,Mailed check,20.60,1298.70,f
8750-QWZAJ,f,f,t,t,70,t,f,No,f,,,,,,,Two year,f,Bank transfer (automatic),19.80,1378.75,f
5364-EVNIB,t,f,f,f,13,t,f,Fiber optic,t,No,Yes,Yes,No,No,No,Month-to-month,t,Electronic check,79.80,973.45,t
6918-UMQCG,f,f,f,f,5,t,f,Fiber optic,t,No,No,No,No,Yes,No,Month-to-month,f,Electronic check,80.20,384.25,f
0675-NCDYU,f,f,t,t,72,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),116.40,8543.25,f
1346-PJWTK,t,f,t,f,61,t,f,Fiber optic,t,No,Yes,Yes,Yes,No,Yes,Month-to-month,f,Credit card (automatic),94.15,5731.85,f
5088-QZLRL,t,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,f,Electronic check,20.65,20.65,f
8023-QHAIO,f,t,t,f,56,t,t,Fiber optic,t,No,No,No,Yes,No,No,Month-to-month,t,Bank transfer (automatic),76.85,4275.75,f
4397-FRLTA,f,f,f,f,4,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,20.15,84.50,f
3057-VJJQE,t,f,f,f,35,t,t,DSL,t,Yes,No,No,No,No,No,Two year,f,Mailed check,55.25,1924.10,f
5087-SUURX,f,f,t,f,18,f,,DSL,t,No,No,Yes,No,Yes,No,Month-to-month,t,Electronic check,39.05,669.85,t
2302-OUZXB,t,f,t,f,72,t,t,DSL,t,No,Yes,Yes,No,Yes,Yes,Two year,f,Bank transfer (automatic),82.15,5784.30,f
8133-ANHHJ,f,t,f,f,49,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,No,Yes,One year,f,Bank transfer (automatic),103.00,5166.20,f
2270-CHBFN,f,f,t,f,44,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,No,No,Month-to-month,t,Credit card (automatic),95.10,4060.55,f
0013-EXCHZ,f,t,t,f,3,t,f,Fiber optic,t,No,No,No,Yes,Yes,No,Month-to-month,t,Mailed check,83.90,267.40,t
5982-FPVQN,f,f,t,t,37,t,t,Fiber optic,t,No,Yes,Yes,No,No,Yes,Month-to-month,t,Electronic check,95.15,3532.85,f
9107-UKCKY,t,f,t,f,61,t,t,DSL,t,No,Yes,Yes,No,Yes,Yes,One year,t,Electronic check,79.80,4914.80,f
4654-ULTTN,t,f,t,f,70,t,t,DSL,t,Yes,No,Yes,Yes,No,Yes,Two year,t,Credit card (automatic),74.80,5315.80,f
5550-VFRLC,f,t,f,f,1,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,69.85,69.85,t
5546-BYZSM,f,f,f,f,41,t,f,No,f,,,,,,,Month-to-month,f,Electronic check,20.45,775.60,f
1492-KGETH,t,f,t,t,70,t,t,DSL,t,Yes,Yes,Yes,Yes,No,Yes,One year,f,Bank transfer (automatic),78.35,5445.95,f
4929-BSTRX,f,f,f,f,1,t,f,DSL,t,No,No,No,No,Yes,No,Month-to-month,t,Mailed check,53.55,53.55,t
4163-HFTUK,t,f,f,f,51,t,f,No,f,,,,,,,One year,f,Electronic check,19.10,1007.80,f
8215-NGSPE,f,f,t,t,42,t,f,No,f,,,,,,,Two year,f,Mailed check,20.00,833.55,f
2225-ZRGSG,f,f,t,t,70,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,No,No,Two year,f,Bank transfer (automatic),93.90,6579.05,t
8859-YSTWS,t,f,f,f,48,t,f,No,f,,,,,,,One year,f,Bank transfer (automatic),19.95,1004.50,f
5271-YNWVR,t,f,t,t,68,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Electronic check,113.15,7856.00,t
7601-DHFWZ,f,f,f,f,48,t,t,No,f,,,,,,,Two year,f,Credit card (automatic),24.00,1183.05,f
2657-ALMWY,f,t,t,f,26,t,f,Fiber optic,t,No,Yes,No,No,No,Yes,Month-to-month,f,Electronic check,84.95,2169.75,t
6330-JKLPC,t,f,t,f,11,t,t,Fiber optic,t,No,Yes,No,No,No,No,Month-to-month,t,Bank transfer (automatic),80.50,896.90,t
4667-OHGKG,t,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,t,Mailed check,19.30,19.30,t
1998-VHJHK,f,f,f,f,27,t,f,No,f,,,,,,,One year,f,Mailed check,19.15,501.35,f
1707-HABPF,f,t,f,f,46,t,f,Fiber optic,t,No,Yes,Yes,No,Yes,No,One year,t,Bank transfer (automatic),91.30,4126.35,f
1660-HSOOQ,t,f,f,f,1,t,f,DSL,t,No,No,Yes,No,No,No,Month-to-month,t,Mailed check,49.65,49.65,t
7253-UVNDW,f,f,f,f,46,t,f,DSL,t,No,No,Yes,Yes,No,No,Two year,f,Credit card (automatic),54.35,2460.15,t
0487-VVUVK,t,f,t,t,25,t,f,No,f,,,,,,,Month-to-month,t,Mailed check,19.15,477.60,f
7228-OMTPN,t,f,f,f,4,t,f,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,88.45,370.65,t
5063-IUOKK,t,f,f,f,13,t,f,No,f,,,,,,,Two year,f,Mailed check,19.75,265.75,f
4508-OEBEY,t,f,t,f,31,t,f,DSL,t,Yes,Yes,Yes,Yes,No,Yes,One year,t,Credit card (automatic),75.50,2424.45,f
0027-KWYKW,f,f,t,t,23,t,t,Fiber optic,t,No,No,No,No,Yes,No,Month-to-month,t,Electronic check,83.75,1849.95,f
2308-STERM,f,f,f,f,2,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,19.40,61.05,f
5982-XMDEX,f,f,f,f,65,t,t,No,f,,,,,,,Two year,f,Bank transfer (automatic),26.50,1698.55,f
6284-AHOOQ,t,t,f,f,22,t,t,Fiber optic,t,No,No,No,Yes,Yes,No,Month-to-month,t,Bank transfer (automatic),90.50,1910.60,t
6051-PTVNS,f,f,t,t,55,t,f,No,f,,,,,,,One year,f,Credit card (automatic),19.15,998.10,f
2344-JMOGN,t,f,t,f,9,t,f,Fiber optic,t,No,Yes,Yes,Yes,Yes,No,Month-to-month,t,Mailed check,94.85,890.60,t
3799-ISUZQ,t,f,t,t,7,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),69.95,529.50,t
2877-VDUER,f,f,t,t,35,f,,DSL,t,No,No,No,Yes,Yes,No,One year,f,Mailed check,40.90,1383.60,f
9152-AMKAK,t,f,f,f,6,t,f,DSL,t,Yes,No,Yes,Yes,Yes,Yes,Two year,t,Mailed check,80.25,493.40,f
1794-HBQTJ,f,f,f,f,1,t,f,DSL,t,Yes,No,No,No,No,No,Month-to-month,t,Credit card (automatic),48.60,48.60,t
9432-VOFYX,t,f,f,f,17,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,70.80,1207.00,f
8049-WJCLQ,t,f,t,t,10,t,f,DSL,t,No,No,Yes,No,Yes,No,Month-to-month,f,Mailed check,60.20,563.50,f
6586-PSJOX,t,f,f,t,15,t,f,DSL,t,No,No,Yes,Yes,No,No,One year,f,Credit card (automatic),55.20,864.55,f
2460-FPSYH,f,t,f,f,40,f,,DSL,t,Yes,Yes,No,No,Yes,Yes,Month-to-month,t,Electronic check,55.80,2109.35,t
9705-ZJBCG,f,f,t,t,13,t,f,DSL,t,Yes,No,No,Yes,No,No,One year,f,Bank transfer (automatic),54.15,701.05,f
4818-DRBQT,t,f,t,f,29,t,t,Fiber optic,t,No,Yes,No,No,No,No,Month-to-month,t,Bank transfer (automatic),80.15,2265.25,t
1320-HTRDR,f,f,f,f,3,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,75.50,220.60,t
6847-KJLTS,f,t,t,f,58,t,t,Fiber optic,t,No,No,No,Yes,Yes,Yes,Month-to-month,t,Bank transfer (automatic),100.40,5749.80,f
9670-BPNXF,f,f,f,f,45,t,f,DSL,t,Yes,Yes,No,Yes,No,No,One year,t,Credit card (automatic),62.55,2796.45,f
3913-FCUUW,f,f,t,t,72,t,t,DSL,t,Yes,Yes,Yes,Yes,No,No,Two year,t,Bank transfer (automatic),70.45,5165.70,f
3301-VKTGC,t,f,t,t,68,t,t,Fiber optic,t,Yes,Yes,No,No,No,No,One year,t,Bank transfer (automatic),85.50,5696.60,f
1493-AMTIE,t,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,t,Bank transfer (automatic),20.20,20.20,t
9555-SAHUZ,f,f,t,t,38,t,f,DSL,t,Yes,Yes,No,No,No,No,Month-to-month,f,Electronic check,54.50,2076.05,f
0816-TSPHQ,t,f,f,f,2,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,20.75,44.20,f
9932-WBWIK,t,f,f,f,11,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,20.35,215.25,f
4619-EVPHY,f,t,t,f,20,t,f,Fiber optic,t,No,No,No,No,Yes,Yes,One year,t,Bank transfer (automatic),91.00,1859.50,f
5286-YHCVC,t,f,t,f,72,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,Two year,t,Bank transfer (automatic),104.80,7470.10,f
6424-ELEYH,f,f,t,f,3,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Credit card (automatic),74.75,229.50,t
4391-RESHN,t,f,f,f,23,t,t,Fiber optic,t,No,No,Yes,Yes,Yes,Yes,Month-to-month,t,Mailed check,104.05,2470.10,t
9115-YQHGA,t,f,f,f,40,t,f,DSL,t,No,No,No,Yes,No,No,Month-to-month,t,Electronic check,51.10,2092.90,f
4462-CYWMH,t,t,t,f,62,t,t,Fiber optic,t,No,Yes,No,No,No,Yes,Month-to-month,t,Bank transfer (automatic),89.80,5629.55,f
8963-MQVYN,f,f,f,t,22,t,f,No,f,,,,,,,Month-to-month,t,Electronic check,20.55,469.85,f
2458-EOMRE,f,f,f,f,11,t,f,DSL,t,Yes,No,Yes,No,No,Yes,Month-to-month,f,Bank transfer (automatic),64.05,733.95,f
9334-GWGOW,t,t,t,f,7,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,74.85,485.25,f
6821-BUXUX,f,f,f,f,13,t,t,Fiber optic,t,Yes,Yes,No,No,Yes,No,Month-to-month,t,Electronic check,96.65,1244.50,t
5028-HTLJB,t,t,f,f,1,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,20.05,20.05,t
9801-GDWGV,f,f,f,f,39,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,103.45,3994.45,t
6542-LWGXJ,t,f,t,f,3,f,,DSL,t,No,No,No,No,No,No,Month-to-month,f,Mailed check,25.00,78.25,f
5567-GZKQY,t,f,f,f,58,t,f,No,f,,,,,,,Two year,f,Credit card (automatic),20.30,1131.50,f
1222-LRYKO,t,f,f,t,6,t,t,No,f,,,,,,,Month-to-month,f,Mailed check,26.35,184.05,f
2320-JRSDE,f,f,t,t,1,t,f,No,f,,,,,,,Month-to-month,t,Electronic check,19.90,19.90,t
2087-QAREY,f,f,t,f,22,t,f,DSL,t,No,Yes,Yes,No,No,No,Month-to-month,t,Mailed check,54.70,1178.75,f
0601-WZHJF,t,f,t,f,14,f,,DSL,t,No,No,No,No,Yes,Yes,Month-to-month,f,Electronic check,46.35,667.70,t
4423-JWZJN,t,f,t,t,64,t,t,Fiber optic,t,No,No,Yes,No,No,Yes,One year,f,Credit card (automatic),90.25,5629.15,f
5143-WMWOG,t,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,f,Electronic check,19.95,19.95,t
6490-FGZAT,t,f,f,f,6,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,20.65,109.30,f
5393-RXQSZ,t,f,f,f,1,t,f,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,f,Electronic check,79.60,79.60,t
7452-FOLON,t,f,f,t,39,t,t,No,f,,,,,,,One year,f,Bank transfer (automatic),25.45,958.45,f
2320-TZRRH,f,f,f,f,20,t,f,No,f,,,,,,,One year,f,Mailed check,19.50,403.15,f
0231-LXVAP,t,f,f,f,1,t,f,Fiber optic,t,No,No,No,Yes,No,No,Month-to-month,t,Electronic check,75.90,75.90,t
9444-JTXHZ,t,f,t,f,1,t,f,Fiber optic,t,No,No,Yes,No,No,No,Month-to-month,f,Electronic check,76.20,76.20,t
4942-VZZOM,t,f,t,f,64,t,t,DSL,t,Yes,No,No,No,Yes,No,One year,t,Credit card (automatic),66.15,4392.50,f
5510-BOIUJ,t,f,f,t,1,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,19.25,19.25,t
7502-BNYGS,f,f,t,f,46,t,f,DSL,t,No,Yes,No,No,Yes,Yes,Month-to-month,t,Credit card (automatic),69.10,3168.00,f
4291-HYEBC,f,t,t,t,28,f,,DSL,t,No,Yes,No,No,No,Yes,One year,t,Electronic check,39.10,1096.60,f
6147-CBCRA,f,f,t,f,33,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,20.05,669.45,f
6047-SUHPR,t,f,t,t,39,t,f,DSL,t,Yes,Yes,Yes,No,No,No,One year,f,Electronic check,59.80,2343.85,f
4471-KXAUH,f,f,t,f,42,t,t,Fiber optic,t,No,No,Yes,Yes,No,No,Month-to-month,t,Electronic check,84.30,3588.40,t
9752-ZNQUT,f,f,f,f,1,t,f,DSL,t,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,48.60,48.60,f
7638-QVMVY,f,f,f,f,7,t,f,Fiber optic,t,No,No,No,No,Yes,No,Month-to-month,t,Electronic check,79.00,522.95,t
1576-PFZIW,t,t,t,f,70,t,f,Fiber optic,t,Yes,Yes,Yes,No,Yes,Yes,Two year,f,Credit card (automatic),105.35,7511.90,f
5666-MBJPT,t,f,f,f,65,t,t,No,f,,,,,,,Two year,t,Bank transfer (automatic),25.10,1725.00,f
